	Cardio	CparvumIowaII	CveliaCCMP	Neph10	Pfalciparum3D7	Tgondii	Total
OG0004702	0	1	3	0	0	0	4
OG0004703	0	1	1	0	1	1	4
OG0004704	0	1	1	2	0	0	4
OG0004705	0	1	1	0	1	1	4
OG0004706	0	1	3	0	0	0	4
OG0004707	0	1	1	0	1	1	4
OG0004708	0	1	1	0	1	1	4
OG0004709	0	1	1	0	1	1	4
OG0004710	0	1	1	0	1	1	4
OG0004711	0	1	3	0	0	0	4
OG0004712	0	1	1	0	1	1	4
OG0004713	0	1	1	2	0	0	4
OG0004714	0	1	1	0	1	1	4
OG0004715	0	1	2	0	1	0	4
OG0004716	0	1	1	0	1	1	4
OG0004717	0	1	0	2	0	1	4
OG0004718	0	1	2	0	1	0	4
OG0004719	0	1	2	0	1	0	4
OG0004720	0	1	2	0	0	1	4
OG0004721	0	1	1	0	1	1	4
OG0004722	0	1	1	0	1	1	4
OG0004723	0	1	1	0	1	1	4
OG0004724	0	1	1	0	1	1	4
OG0004725	0	1	0	2	0	1	4
OG0004726	0	1	0	2	1	0	4
OG0004727	0	1	3	0	0	0	4
OG0004728	0	1	0	2	1	0	4
OG0004729	0	1	0	0	2	1	4
OG0004730	0	1	1	0	0	2	4
OG0004731	0	0	1	2	0	1	4
OG0004732	0	0	2	0	1	1	4
OG0004733	0	0	2	0	1	1	4
OG0004734	0	0	2	0	1	1	4
OG0004735	0	0	1	2	1	0	4
OG0004736	0	0	3	0	1	0	4
OG0004737	0	0	4	0	0	0	4
OG0004738	0	0	2	1	1	0	4
OG0004739	0	0	4	0	0	0	4
OG0004740	0	0	3	0	0	1	4
OG0004741	0	0	1	3	0	0	4
OG0004742	0	0	2	0	1	1	4
OG0004743	0	0	1	2	0	1	4
OG0004744	0	0	2	2	0	0	4
OG0004745	0	0	3	0	0	1	4
OG0004746	0	0	2	0	1	1	4
OG0004747	0	0	2	0	1	1	4
OG0004748	0	0	1	2	0	1	4
OG0004749	0	0	2	0	1	1	4
OG0004750	0	0	1	0	2	1	4
OG0004751	0	0	2	0	0	2	4
OG0004752	0	0	2	0	1	1	4
OG0004753	0	0	2	0	0	2	4
OG0004754	0	0	1	1	1	1	4
OG0004755	0	0	2	0	1	1	4
OG0004756	0	0	3	0	0	1	4
OG0004757	0	0	1	2	0	1	4
OG0004758	0	0	2	0	1	1	4
OG0004759	0	0	1	2	0	1	4
OG0004760	0	0	1	2	0	1	4
OG0004761	0	0	1	1	1	1	4
OG0004762	0	0	1	1	1	1	4
OG0004763	0	0	1	2	1	0	4
OG0004764	0	0	2	0	1	1	4
OG0004765	0	0	1	2	0	1	4
OG0004766	0	0	3	0	0	1	4
OG0004767	0	0	1	2	0	1	4
OG0004768	0	0	1	3	0	0	4
OG0004769	0	0	1	2	0	1	4
OG0004770	0	0	1	0	2	1	4
OG0004771	0	0	1	3	0	0	4
OG0004772	0	0	1	2	0	1	4
OG0004773	0	0	1	1	1	1	4
OG0004774	0	0	1	2	0	1	4
OG0004775	0	0	3	0	0	1	4
OG0004776	0	0	1	3	0	0	4
OG0004777	0	0	2	0	0	2	4
OG0004778	0	0	2	0	1	1	4
OG0004779	0	0	1	2	0	1	4
OG0004780	0	0	1	2	0	1	4
OG0004781	0	0	2	0	1	1	4
OG0004782	0	0	1	2	1	0	4
OG0004783	0	0	2	0	1	1	4
OG0004784	0	0	1	2	0	1	4
OG0004785	0	0	1	0	1	2	4
OG0004786	0	0	3	0	0	1	4
OG0004787	0	0	1	3	0	0	4
OG0004788	0	0	2	0	0	2	4
OG0004789	0	0	1	2	0	1	4
OG0004790	0	0	2	0	1	1	4
OG0004791	0	0	0	2	1	1	4
OG0004792	0	0	0	4	0	0	4
OG0004793	0	0	0	4	0	0	4
OG0004794	0	0	0	4	0	0	4
OG0004795	0	0	0	3	0	1	4
OG0004796	0	0	0	4	0	0	4
OG0004797	0	0	0	4	0	0	4
OG0004798	0	0	0	2	1	1	4
OG0004799	0	0	0	2	1	1	4
OG0004800	0	0	0	4	0	0	4
OG0004801	0	0	0	2	0	2	4
OG0004802	0	0	0	4	0	0	4
OG0004803	0	0	0	2	1	1	4
OG0004804	0	0	0	2	1	1	4
OG0004805	0	0	0	4	0	0	4
OG0004806	0	0	0	4	0	0	4
OG0004807	0	0	0	2	1	1	4
OG0004808	0	0	0	4	0	0	4
OG0004809	0	0	0	4	0	0	4
OG0004810	0	0	0	4	0	0	4
OG0004811	0	0	0	2	1	1	4
OG0004812	0	0	0	2	1	1	4
OG0004813	0	0	0	2	1	1	4
OG0004814	0	0	0	4	0	0	4
OG0004815	0	0	0	4	0	0	4
OG0004816	0	0	0	3	1	0	4
OG0004817	0	0	0	4	0	0	4
OG0004818	0	0	0	2	1	1	4
OG0004819	0	0	0	4	0	0	4
OG0004820	0	0	0	4	0	0	4
OG0004821	0	0	0	4	0	0	4
OG0004822	0	0	0	4	0	0	4
OG0004823	0	0	0	2	1	1	4
OG0004824	0	0	0	4	0	0	4
OG0004825	0	0	0	4	0	0	4
OG0004826	0	0	0	4	0	0	4
OG0004827	0	0	0	3	1	0	4
OG0004828	0	0	0	0	1	3	4
OG0004829	0	0	0	0	1	3	4
OG0004830	0	0	0	0	1	3	4
OG0004831	0	0	0	0	0	4	4
OG0004832	1	0	1	0	0	1	3
OG0004833	2	0	0	0	0	1	3
OG0004834	1	0	0	2	0	0	3
OG0004835	1	0	0	2	0	0	3
OG0004836	2	0	1	0	0	0	3
OG0004837	1	0	0	2	0	0	3
OG0004838	2	0	0	0	0	1	3
OG0004839	2	0	1	0	0	0	3
OG0004840	1	0	0	2	0	0	3
OG0004841	2	0	0	1	0	0	3
OG0004842	1	0	0	2	0	0	3
OG0004843	1	0	0	2	0	0	3
OG0004844	1	0	1	0	0	1	3
OG0004845	1	0	1	0	0	1	3
OG0004846	1	0	0	2	0	0	3
OG0004847	1	0	0	2	0	0	3
OG0004848	1	0	0	2	0	0	3
OG0004849	2	0	0	0	0	1	3
OG0004850	2	0	1	0	0	0	3
OG0004851	2	0	0	0	0	1	3
OG0004852	1	0	0	0	1	1	3
OG0004853	1	0	0	2	0	0	3
OG0004854	2	0	1	0	0	0	3
OG0004855	1	0	0	0	1	1	3
OG0004856	1	0	0	2	0	0	3
OG0004857	1	0	0	2	0	0	3
OG0004858	2	0	0	0	0	1	3
OG0004859	1	0	0	2	0	0	3
OG0004860	1	0	0	2	0	0	3
OG0004861	1	0	0	2	0	0	3
OG0004862	1	0	0	2	0	0	3
OG0004863	1	0	0	2	0	0	3
OG0004864	1	0	0	2	0	0	3
OG0004865	1	0	0	2	0	0	3
OG0004866	1	0	1	0	0	1	3
OG0004867	1	0	0	2	0	0	3
OG0004868	1	0	1	0	1	0	3
OG0004869	1	0	0	2	0	0	3
OG0004870	1	0	0	2	0	0	3
OG0004871	2	0	0	0	1	0	3
OG0004872	1	0	0	2	0	0	3
OG0004873	1	0	0	2	0	0	3
OG0004874	1	0	0	2	0	0	3
OG0004875	1	0	2	0	0	0	3
OG0004876	1	0	1	1	0	0	3
OG0004877	1	0	0	2	0	0	3
OG0004878	3	0	0	0	0	0	3
OG0004879	2	0	0	0	0	1	3
OG0004880	2	0	1	0	0	0	3
OG0004881	1	0	0	2	0	0	3
OG0004882	3	0	0	0	0	0	3
OG0004883	1	0	0	2	0	0	3
OG0004884	1	0	0	2	0	0	3
OG0004885	1	0	0	2	0	0	3
OG0004886	1	0	0	0	1	1	3
OG0004887	2	0	0	0	0	1	3
OG0004888	1	0	0	2	0	0	3
OG0004889	2	0	0	0	1	0	3
OG0004890	2	0	1	0	0	0	3
OG0004891	1	0	0	2	0	0	3
OG0004892	1	0	0	2	0	0	3
OG0004893	1	0	0	2	0	0	3
OG0004894	1	0	0	2	0	0	3
OG0004895	2	0	0	0	0	1	3
OG0004896	2	0	1	0	0	0	3
OG0004897	2	0	0	1	0	0	3
OG0004898	1	0	1	0	0	1	3
OG0004899	1	0	0	2	0	0	3
OG0004900	1	0	0	2	0	0	3
OG0004901	3	0	0	0	0	0	3
OG0004902	2	0	1	0	0	0	3
OG0004903	1	0	0	2	0	0	3
OG0004904	1	0	0	2	0	0	3
OG0004905	2	0	0	1	0	0	3
OG0004906	2	0	0	0	1	0	3
OG0004907	1	0	0	2	0	0	3
OG0004908	1	0	0	2	0	0	3
OG0004909	1	0	0	2	0	0	3
OG0004910	1	0	0	2	0	0	3
OG0004911	1	0	0	2	0	0	3
OG0004912	1	0	0	2	0	0	3
OG0004913	1	0	0	2	0	0	3
OG0004914	1	0	0	2	0	0	3
OG0004915	1	0	0	2	0	0	3
OG0004916	1	0	0	2	0	0	3
OG0004917	2	0	0	0	1	0	3
OG0004918	2	0	0	1	0	0	3
OG0004919	1	0	0	2	0	0	3
OG0004920	1	0	2	0	0	0	3
OG0004921	3	0	0	0	0	0	3
OG0004922	1	0	0	2	0	0	3
OG0004923	2	0	1	0	0	0	3
OG0004924	1	0	0	2	0	0	3
OG0004925	1	0	0	2	0	0	3
OG0004926	1	0	0	2	0	0	3
OG0004927	1	0	0	2	0	0	3
OG0004928	1	0	0	2	0	0	3
OG0004929	1	0	0	2	0	0	3
OG0004930	1	0	0	2	0	0	3
OG0004931	1	0	1	0	0	1	3
OG0004932	1	0	0	2	0	0	3
OG0004933	1	0	0	2	0	0	3
OG0004934	2	0	0	0	0	1	3
OG0004935	1	0	0	2	0	0	3
OG0004936	1	0	0	2	0	0	3
OG0004937	1	0	0	2	0	0	3
OG0004938	1	0	0	2	0	0	3
OG0004939	1	0	0	2	0	0	3
OG0004940	1	0	0	2	0	0	3
OG0004941	1	0	0	2	0	0	3
OG0004942	2	0	0	0	0	1	3
OG0004943	1	0	0	2	0	0	3
OG0004944	1	0	0	2	0	0	3
OG0004945	1	0	0	2	0	0	3
OG0004946	1	0	1	0	1	0	3
OG0004947	1	0	0	2	0	0	3
OG0004948	1	0	0	2	0	0	3
OG0004949	1	0	1	0	0	1	3
OG0004950	1	0	0	2	0	0	3
OG0004951	1	0	0	2	0	0	3
OG0004952	2	0	1	0	0	0	3
OG0004953	1	0	1	0	0	1	3
OG0004954	1	0	0	2	0	0	3
OG0004955	1	0	0	2	0	0	3
OG0004956	1	0	0	2	0	0	3
OG0004957	1	0	0	2	0	0	3
OG0004958	1	0	0	2	0	0	3
OG0004959	2	0	0	0	0	1	3
OG0004960	1	0	0	2	0	0	3
OG0004961	1	0	0	2	0	0	3
OG0004962	2	0	1	0	0	0	3
OG0004963	2	0	0	0	0	1	3
OG0004964	1	1	0	0	0	1	3
OG0004965	1	0	0	2	0	0	3
OG0004966	1	0	0	2	0	0	3
OG0004967	1	0	0	2	0	0	3
OG0004968	1	0	0	2	0	0	3
OG0004969	1	0	0	2	0	0	3
OG0004970	1	0	0	2	0	0	3
OG0004971	1	0	0	2	0	0	3
OG0004972	1	0	0	2	0	0	3
OG0004973	1	0	0	2	0	0	3
OG0004974	1	0	0	2	0	0	3
OG0004975	1	0	0	2	0	0	3
OG0004976	1	0	0	2	0	0	3
OG0004977	1	0	0	2	0	0	3
OG0004978	1	0	0	2	0	0	3
OG0004979	1	0	1	0	0	1	3
OG0004980	1	1	1	0	0	0	3
OG0004981	1	0	0	2	0	0	3
OG0004982	1	0	0	2	0	0	3
OG0004983	1	0	0	2	0	0	3
OG0004984	1	0	0	1	0	1	3
OG0004985	2	0	0	0	0	1	3
OG0004986	1	0	0	2	0	0	3
OG0004987	1	0	0	2	0	0	3
OG0004988	1	0	2	0	0	0	3
OG0004989	1	0	0	2	0	0	3
OG0004990	2	0	0	1	0	0	3
OG0004991	1	0	0	2	0	0	3
OG0004992	1	0	1	0	0	1	3
OG0004993	1	0	0	2	0	0	3
OG0004994	1	0	0	2	0	0	3
OG0004995	1	0	0	2	0	0	3
OG0004996	1	0	0	2	0	0	3
OG0004997	1	0	0	2	0	0	3
OG0004998	1	0	0	2	0	0	3
OG0004999	1	0	0	2	0	0	3
OG0005000	1	0	0	2	0	0	3
OG0005001	1	0	0	2	0	0	3
OG0005002	1	0	0	2	0	0	3
OG0005003	1	0	1	0	1	0	3
OG0005004	2	0	1	0	0	0	3
OG0005005	1	0	0	2	0	0	3
OG0005006	1	0	0	2	0	0	3
OG0005007	1	0	0	2	0	0	3
OG0005008	2	0	0	1	0	0	3
OG0005009	1	0	0	2	0	0	3
OG0005010	2	0	0	1	0	0	3
OG0005011	2	0	0	0	1	0	3
OG0005012	1	0	0	2	0	0	3
OG0005013	1	0	0	2	0	0	3
OG0005014	1	0	0	2	0	0	3
OG0005015	1	0	0	2	0	0	3
OG0005016	1	0	0	2	0	0	3
OG0005017	1	0	0	2	0	0	3
OG0005018	1	0	0	2	0	0	3
OG0005019	1	0	0	2	0	0	3
OG0005020	1	0	0	2	0	0	3
OG0005021	2	0	1	0	0	0	3
OG0005022	3	0	0	0	0	0	3
OG0005023	1	0	0	2	0	0	3
OG0005024	1	0	0	2	0	0	3
OG0005025	1	0	0	2	0	0	3
OG0005026	2	0	1	0	0	0	3
OG0005027	1	0	0	2	0	0	3
OG0005028	1	0	0	2	0	0	3
OG0005029	1	0	0	2	0	0	3
OG0005030	1	0	2	0	0	0	3
OG0005031	1	0	0	2	0	0	3
OG0005032	2	0	1	0	0	0	3
OG0005033	1	0	0	0	1	1	3
OG0005034	2	0	1	0	0	0	3
OG0005035	1	0	0	2	0	0	3
OG0005036	1	0	1	0	0	1	3
OG0005037	1	0	0	2	0	0	3
OG0005038	1	0	0	2	0	0	3
OG0005039	1	0	0	2	0	0	3
OG0005040	1	0	0	2	0	0	3
OG0005041	1	0	0	2	0	0	3
OG0005042	1	0	0	2	0	0	3
OG0005043	1	0	0	2	0	0	3
OG0005044	1	0	0	2	0	0	3
OG0005045	1	0	2	0	0	0	3
OG0005046	1	0	0	2	0	0	3
OG0005047	1	0	0	2	0	0	3
OG0005048	1	0	0	2	0	0	3
OG0005049	1	0	0	2	0	0	3
OG0005050	1	0	0	2	0	0	3
OG0005051	1	0	1	0	0	1	3
OG0005052	1	0	0	2	0	0	3
OG0005053	1	0	0	2	0	0	3
OG0005054	1	0	0	2	0	0	3
OG0005055	1	0	0	2	0	0	3
OG0005056	1	0	0	2	0	0	3
OG0005057	1	0	0	2	0	0	3
OG0005058	1	0	1	0	0	1	3
OG0005059	1	0	0	2	0	0	3
OG0005060	1	0	0	2	0	0	3
OG0005061	1	0	0	2	0	0	3
OG0005062	1	0	1	0	0	1	3
OG0005063	1	1	0	0	0	1	3
OG0005064	1	0	0	2	0	0	3
OG0005065	1	0	0	2	0	0	3
OG0005066	1	0	0	2	0	0	3
OG0005067	1	0	1	0	0	1	3
OG0005068	1	0	0	2	0	0	3
OG0005069	1	0	0	2	0	0	3
OG0005070	1	0	0	2	0	0	3
OG0005071	1	0	0	2	0	0	3
OG0005072	1	0	0	0	1	1	3
OG0005073	1	0	0	2	0	0	3
OG0005074	1	0	0	2	0	0	3
OG0005075	1	0	1	0	0	1	3
OG0005076	1	1	1	0	0	0	3
OG0005077	1	0	0	2	0	0	3
OG0005078	1	0	0	2	0	0	3
OG0005079	1	0	0	2	0	0	3
OG0005080	1	0	0	2	0	0	3
OG0005081	1	0	0	2	0	0	3
OG0005082	1	0	0	2	0	0	3
OG0005083	1	0	0	2	0	0	3
OG0005084	1	0	0	2	0	0	3
OG0005085	1	0	0	2	0	0	3
OG0005086	1	0	1	0	0	1	3
OG0005087	1	0	0	2	0	0	3
OG0005088	1	0	1	0	0	1	3
OG0005089	1	0	0	2	0	0	3
OG0005090	1	0	0	2	0	0	3
OG0005091	1	0	0	2	0	0	3
OG0005092	1	0	1	0	0	1	3
OG0005093	1	0	0	2	0	0	3
OG0005094	1	0	1	0	0	1	3
OG0005095	1	0	0	2	0	0	3
OG0005096	1	0	2	0	0	0	3
OG0005097	1	0	0	2	0	0	3
OG0005098	1	0	1	0	0	1	3
OG0005099	1	0	0	2	0	0	3
OG0005100	1	0	0	0	1	1	3
OG0005101	1	0	1	0	0	1	3
OG0005102	1	0	0	0	1	1	3
OG0005103	1	1	0	0	0	1	3
OG0005104	1	0	0	2	0	0	3
OG0005105	1	0	0	2	0	0	3
OG0005106	1	0	0	2	0	0	3
OG0005107	1	0	0	2	0	0	3
OG0005108	1	0	0	2	0	0	3
OG0005109	1	0	0	2	0	0	3
OG0005110	1	0	0	2	0	0	3
OG0005111	1	0	0	2	0	0	3
OG0005112	1	0	0	2	0	0	3
OG0005113	1	0	0	2	0	0	3
OG0005114	1	0	0	2	0	0	3
OG0005115	1	0	0	2	0	0	3
OG0005116	1	0	0	2	0	0	3
OG0005117	1	0	1	0	0	1	3
OG0005118	1	0	0	2	0	0	3
OG0005119	1	0	0	2	0	0	3
OG0005120	1	1	0	0	0	1	3
OG0005121	1	0	0	2	0	0	3
OG0005122	1	0	0	2	0	0	3
OG0005123	1	0	0	2	0	0	3
OG0005124	1	0	1	1	0	0	3
OG0005125	1	0	0	2	0	0	3
OG0005126	1	0	0	2	0	0	3
OG0005127	1	1	0	0	0	1	3
OG0005128	1	0	0	2	0	0	3
OG0005129	1	0	0	2	0	0	3
OG0005130	1	0	0	2	0	0	3
OG0005131	1	0	0	2	0	0	3
OG0005132	1	0	0	2	0	0	3
OG0005133	1	0	0	2	0	0	3
OG0005134	1	0	0	2	0	0	3
OG0005135	1	0	0	2	0	0	3
OG0005136	1	0	1	0	0	1	3
OG0005137	1	0	0	2	0	0	3
OG0005138	1	0	2	0	0	0	3
OG0005139	1	1	0	0	0	1	3
OG0005140	1	0	0	2	0	0	3
OG0005141	1	0	0	2	0	0	3
OG0005142	1	0	0	0	0	2	3
OG0005143	1	0	0	2	0	0	3
OG0005144	1	0	0	2	0	0	3
OG0005145	1	0	0	2	0	0	3
OG0005146	1	0	0	2	0	0	3
OG0005147	1	0	0	2	0	0	3
OG0005148	1	0	1	0	0	1	3
OG0005149	1	0	0	2	0	0	3
OG0005150	1	0	0	0	1	1	3
OG0005151	1	0	0	2	0	0	3
OG0005152	1	0	1	0	0	1	3
OG0005153	1	0	0	2	0	0	3
OG0005154	1	0	0	2	0	0	3
OG0005155	1	0	0	2	0	0	3
OG0005156	1	0	0	2	0	0	3
OG0005157	1	0	0	2	0	0	3
OG0005158	1	0	0	0	1	1	3
OG0005159	1	0	1	0	0	1	3
OG0005160	1	0	2	0	0	0	3
OG0005161	1	0	0	2	0	0	3
OG0005162	1	0	0	2	0	0	3
OG0005163	1	0	0	2	0	0	3
OG0005164	1	0	0	2	0	0	3
OG0005165	1	0	2	0	0	0	3
OG0005166	1	0	0	2	0	0	3
OG0005167	1	0	1	0	0	1	3
OG0005168	1	0	1	0	0	1	3
OG0005169	1	0	1	0	0	1	3
OG0005170	1	0	0	2	0	0	3
OG0005171	1	0	0	2	0	0	3
OG0005172	1	0	0	2	0	0	3
OG0005173	1	0	0	2	0	0	3
OG0005174	1	0	1	0	0	1	3
OG0005175	1	0	0	2	0	0	3
OG0005176	1	0	0	2	0	0	3
OG0005177	1	0	0	2	0	0	3
OG0005178	1	0	1	0	0	1	3
OG0005179	1	0	1	0	1	0	3
OG0005180	1	1	0	0	0	1	3
OG0005181	1	0	0	2	0	0	3
OG0005182	1	0	0	0	1	1	3
OG0005183	1	0	0	2	0	0	3
OG0005184	1	0	0	2	0	0	3
OG0005185	1	0	0	2	0	0	3
OG0005186	1	0	0	2	0	0	3
OG0005187	1	0	0	2	0	0	3
OG0005188	1	0	2	0	0	0	3
OG0005189	1	0	0	2	0	0	3
OG0005190	1	0	0	2	0	0	3
OG0005191	1	0	0	2	0	0	3
OG0005192	1	0	0	2	0	0	3
OG0005193	1	0	0	2	0	0	3
OG0005194	1	0	0	2	0	0	3
OG0005195	1	0	0	0	1	1	3
OG0005196	1	0	0	2	0	0	3
OG0005197	1	0	0	2	0	0	3
OG0005198	1	0	0	0	1	1	3
OG0005199	1	0	0	2	0	0	3
OG0005200	1	0	0	2	0	0	3
OG0005201	1	0	0	2	0	0	3
OG0005202	1	0	2	0	0	0	3
OG0005203	1	0	0	2	0	0	3
OG0005204	1	0	0	2	0	0	3
OG0005205	1	0	1	0	0	1	3
OG0005206	2	0	0	0	0	1	3
OG0005207	1	0	0	2	0	0	3
OG0005208	1	0	2	0	0	0	3
OG0005209	1	0	0	2	0	0	3
OG0005210	1	1	1	0	0	0	3
OG0005211	1	0	0	2	0	0	3
OG0005212	1	1	0	0	0	1	3
OG0005213	1	0	0	2	0	0	3
OG0005214	1	0	0	2	0	0	3
OG0005215	1	0	0	2	0	0	3
OG0005216	1	0	0	2	0	0	3
OG0005217	1	0	1	0	0	1	3
OG0005218	1	0	0	2	0	0	3
OG0005219	1	0	0	2	0	0	3
OG0005220	2	0	1	0	0	0	3
OG0005221	1	0	0	0	1	1	3
OG0005222	1	0	0	2	0	0	3
OG0005223	1	0	1	0	0	1	3
OG0005224	1	0	0	2	0	0	3
OG0005225	1	0	0	2	0	0	3
OG0005226	1	0	0	2	0	0	3
OG0005227	1	0	1	0	0	1	3
OG0005228	1	0	0	2	0	0	3
OG0005229	1	0	0	2	0	0	3
OG0005230	1	0	0	0	1	1	3
OG0005231	1	0	2	0	0	0	3
OG0005232	1	0	0	2	0	0	3
OG0005233	1	0	1	1	0	0	3
OG0005234	1	0	0	2	0	0	3
OG0005235	1	0	0	2	0	0	3
OG0005236	1	0	0	2	0	0	3
OG0005237	1	0	0	2	0	0	3
OG0005238	1	0	0	2	0	0	3
OG0005239	1	0	0	2	0	0	3
OG0005240	1	0	0	2	0	0	3
OG0005241	1	0	0	2	0	0	3
OG0005242	1	0	1	0	0	1	3
OG0005243	1	0	1	0	0	1	3
OG0005244	1	0	2	0	0	0	3
OG0005245	1	0	0	2	0	0	3
OG0005246	1	0	0	2	0	0	3
OG0005247	1	0	0	2	0	0	3
OG0005248	1	0	0	2	0	0	3
OG0005249	1	0	1	0	0	1	3
OG0005250	1	0	2	0	0	0	3
OG0005251	1	0	0	2	0	0	3
OG0005252	1	0	1	0	0	1	3
OG0005253	1	0	1	0	1	0	3
OG0005254	2	0	0	1	0	0	3
OG0005255	1	0	0	2	0	0	3
OG0005256	1	0	0	2	0	0	3
OG0005257	1	1	1	0	0	0	3
OG0005258	1	0	1	0	0	1	3
OG0005259	1	0	0	2	0	0	3
OG0005260	2	0	0	1	0	0	3
OG0005261	1	0	2	0	0	0	3
OG0005262	1	0	0	2	0	0	3
OG0005263	1	0	0	2	0	0	3
OG0005264	2	0	0	0	0	1	3
OG0005265	1	0	1	0	0	1	3
OG0005266	1	0	0	2	0	0	3
OG0005267	1	0	0	2	0	0	3
OG0005268	1	0	2	0	0	0	3
OG0005269	1	0	2	0	0	0	3
OG0005270	1	0	0	2	0	0	3
OG0005271	1	0	2	0	0	0	3
OG0005272	1	0	1	0	1	0	3
OG0005273	1	0	1	0	1	0	3
OG0005274	1	0	0	2	0	0	3
OG0005275	1	0	0	2	0	0	3
OG0005276	1	0	1	0	0	1	3
OG0005277	1	0	0	2	0	0	3
OG0005278	1	0	0	2	0	0	3
OG0005279	1	0	0	0	1	1	3
OG0005280	1	0	0	2	0	0	3
OG0005281	1	0	0	2	0	0	3
OG0005282	1	0	0	2	0	0	3
OG0005283	1	0	1	0	0	1	3
OG0005284	1	0	1	0	0	1	3
OG0005285	1	0	0	2	0	0	3
OG0005286	1	0	0	2	0	0	3
OG0005287	1	0	0	2	0	0	3
OG0005288	1	0	1	0	0	1	3
OG0005289	1	0	0	2	0	0	3
OG0005290	1	0	2	0	0	0	3
OG0005291	1	0	0	2	0	0	3
OG0005292	2	0	0	0	1	0	3
OG0005293	1	0	0	2	0	0	3
OG0005294	1	0	1	0	0	1	3
OG0005295	1	0	0	2	0	0	3
OG0005296	1	0	1	0	0	1	3
OG0005297	1	0	0	2	0	0	3
OG0005298	1	0	0	2	0	0	3
OG0005299	1	0	1	0	0	1	3
OG0005300	1	1	0	0	0	1	3
OG0005301	1	0	0	2	0	0	3
OG0005302	1	0	0	2	0	0	3
OG0005303	1	0	2	0	0	0	3
OG0005304	1	0	0	2	0	0	3
OG0005305	1	0	0	2	0	0	3
OG0005306	1	0	1	0	0	1	3
OG0005307	1	0	0	2	0	0	3
OG0005308	1	0	0	2	0	0	3
OG0005309	1	0	1	0	0	1	3
OG0005310	1	0	0	0	1	1	3
OG0005311	1	0	0	2	0	0	3
OG0005312	1	0	0	2	0	0	3
OG0005313	1	0	0	2	0	0	3
OG0005314	1	0	0	0	1	1	3
OG0005315	1	0	1	0	0	1	3
OG0005316	1	0	1	0	0	1	3
OG0005317	1	0	0	2	0	0	3
OG0005318	1	0	0	2	0	0	3
OG0005319	1	0	0	1	0	1	3
OG0005320	1	0	0	0	1	1	3
OG0005321	1	0	0	2	0	0	3
OG0005322	1	0	0	2	0	0	3
OG0005323	1	0	0	0	1	1	3
OG0005324	1	1	0	0	0	1	3
OG0005325	1	0	1	0	0	1	3
OG0005326	2	0	1	0	0	0	3
OG0005327	1	0	2	0	0	0	3
OG0005328	1	0	0	2	0	0	3
OG0005329	1	0	0	2	0	0	3
OG0005330	1	0	0	2	0	0	3
OG0005331	1	0	1	0	0	1	3
OG0005332	2	0	1	0	0	0	3
OG0005333	1	0	1	0	0	1	3
OG0005334	1	0	0	2	0	0	3
OG0005335	2	0	1	0	0	0	3
OG0005336	1	0	0	2	0	0	3
OG0005337	1	1	1	0	0	0	3
OG0005338	1	0	0	0	1	1	3
OG0005339	1	0	0	2	0	0	3
OG0005340	1	0	0	2	0	0	3
OG0005341	1	0	1	0	0	1	3
OG0005342	1	0	0	2	0	0	3
OG0005343	1	0	0	2	0	0	3
OG0005344	1	0	0	1	0	1	3
OG0005345	1	0	0	0	1	1	3
OG0005346	1	0	0	2	0	0	3
OG0005347	1	0	0	2	0	0	3
OG0005348	1	0	2	0	0	0	3
OG0005349	1	0	0	2	0	0	3
OG0005350	1	0	0	2	0	0	3
OG0005351	1	0	0	2	0	0	3
OG0005352	1	0	0	2	0	0	3
OG0005353	1	0	0	0	1	1	3
OG0005354	2	0	0	0	0	1	3
OG0005355	1	0	2	0	0	0	3
OG0005356	1	0	0	2	0	0	3
OG0005357	1	0	0	2	0	0	3
OG0005358	1	0	0	2	0	0	3
OG0005359	1	1	1	0	0	0	3
OG0005360	1	0	0	2	0	0	3
OG0005361	1	0	0	2	0	0	3
OG0005362	1	0	0	0	1	1	3
OG0005363	1	0	0	2	0	0	3
OG0005364	1	0	0	2	0	0	3
OG0005365	1	0	0	2	0	0	3
OG0005366	1	1	1	0	0	0	3
OG0005367	1	0	0	2	0	0	3
OG0005368	1	0	1	0	0	1	3
OG0005369	1	0	0	2	0	0	3
OG0005370	1	0	0	2	0	0	3
OG0005371	1	0	1	0	0	1	3
OG0005372	1	0	1	0	0	1	3
OG0005373	1	0	0	2	0	0	3
OG0005374	1	1	0	0	0	1	3
OG0005375	1	0	0	2	0	0	3
OG0005376	1	0	0	2	0	0	3
OG0005377	1	1	1	0	0	0	3
OG0005378	1	0	0	2	0	0	3
OG0005379	1	0	0	2	0	0	3
OG0005380	0	1	0	0	0	2	3
OG0005381	0	1	2	0	0	0	3
OG0005382	0	1	0	0	1	1	3
OG0005383	0	1	0	0	1	1	3
OG0005384	0	1	0	0	1	1	3
OG0005385	0	1	1	0	0	1	3
OG0005386	0	1	1	0	0	1	3
OG0005387	0	1	0	0	1	1	3
OG0005388	0	1	0	0	1	1	3
OG0005389	0	1	1	0	1	0	3
OG0005390	0	1	1	0	0	1	3
OG0005391	0	1	0	0	1	1	3
OG0005392	0	1	0	0	1	1	3
OG0005393	0	1	1	0	0	1	3
OG0005394	0	2	0	0	0	1	3
OG0005395	0	1	0	0	1	1	3
OG0005396	0	1	1	0	0	1	3
OG0005397	0	1	2	0	0	0	3
OG0005398	0	1	0	0	1	1	3
