	Cardio	CparvumIowaII	CveliaCCMP	Neph10	Pfalciparum3D7	Tgondii	Total
OG0003308	1	1	1	2	1	1	7
OG0003309	1	0	3	2	1	0	7
OG0003310	2	0	1	4	0	0	7
OG0003311	1	0	0	6	0	0	7
OG0003312	1	1	1	2	1	1	7
OG0003313	1	0	2	2	1	1	7
OG0003314	1	0	1	4	0	1	7
OG0003315	3	1	1	0	1	1	7
OG0003316	1	2	3	0	0	1	7
OG0003317	1	0	1	4	0	1	7
OG0003318	2	0	0	4	0	1	7
OG0003319	1	1	1	2	1	1	7
OG0003320	2	1	1	0	1	2	7
OG0003321	2	0	1	2	1	1	7
OG0003322	1	0	0	6	0	0	7
OG0003323	1	0	4	0	0	2	7
OG0003324	2	1	2	2	0	0	7
OG0003325	1	1	1	2	1	1	7
OG0003326	1	1	0	3	1	1	7
OG0003327	2	1	1	2	1	0	7
OG0003328	2	1	0	2	1	1	7
OG0003329	1	0	0	6	0	0	7
OG0003330	2	0	1	2	1	1	7
OG0003331	1	1	1	2	1	1	7
OG0003332	1	0	5	0	0	1	7
OG0003333	2	1	2	0	1	1	7
OG0003334	1	1	1	2	1	1	7
OG0003335	1	0	1	5	0	0	7
OG0003336	2	1	0	2	1	1	7
OG0003337	1	0	1	4	0	1	7
OG0003338	2	1	1	2	0	1	7
OG0003339	3	1	1	0	1	1	7
OG0003340	1	0	0	6	0	0	7
OG0003341	1	1	1	2	1	1	7
OG0003342	1	0	1	4	0	1	7
OG0003343	2	1	2	0	1	1	7
OG0003344	1	0	0	6	0	0	7
OG0003345	1	0	0	6	0	0	7
OG0003346	2	0	0	5	0	0	7
OG0003347	2	1	1	0	2	1	7
OG0003348	2	0	0	3	1	1	7
OG0003349	2	0	0	4	0	1	7
OG0003350	1	0	0	6	0	0	7
OG0003351	1	0	1	2	1	2	7
OG0003352	4	0	1	0	1	1	7
OG0003353	3	1	1	0	1	1	7
OG0003354	1	1	1	2	1	1	7
OG0003355	1	0	5	0	0	1	7
OG0003356	1	1	1	2	1	1	7
OG0003357	1	0	0	6	0	0	7
OG0003358	2	0	1	2	1	1	7
OG0003359	2	0	1	2	1	1	7
OG0003360	1	0	0	6	0	0	7
OG0003361	1	0	1	3	1	1	7
OG0003362	1	0	0	6	0	0	7
OG0003363	2	0	0	4	0	1	7
OG0003364	1	0	0	4	1	1	7
OG0003365	2	0	1	2	1	1	7
OG0003366	2	0	1	4	0	0	7
OG0003367	3	0	1	1	1	1	7
OG0003368	1	0	0	6	0	0	7
OG0003369	2	1	1	2	0	1	7
OG0003370	2	0	1	2	1	1	7
OG0003371	1	1	1	2	1	1	7
OG0003372	1	1	1	2	1	1	7
OG0003373	3	1	1	0	1	1	7
OG0003374	2	1	1	1	1	1	7
OG0003375	1	0	0	6	0	0	7
OG0003376	2	0	1	4	0	0	7
OG0003377	1	0	0	6	0	0	7
OG0003378	1	0	1	3	1	1	7
OG0003379	1	0	0	6	0	0	7
OG0003380	1	0	1	3	1	1	7
OG0003381	1	1	1	0	3	1	7
OG0003382	2	1	1	2	0	1	7
OG0003383	2	1	2	0	1	1	7
OG0003384	5	0	1	0	0	1	7
OG0003385	2	0	1	4	0	0	7
OG0003386	2	0	1	2	1	1	7
OG0003387	1	0	0	4	1	1	7
OG0003388	2	0	1	2	1	1	7
OG0003389	1	1	1	2	1	1	7
OG0003390	2	0	1	2	1	1	7
OG0003391	2	1	0	2	1	1	7
OG0003392	1	1	3	0	1	1	7
OG0003393	4	0	1	2	0	0	7
OG0003394	2	0	1	4	0	0	7
OG0003395	1	0	0	6	0	0	7
OG0003396	1	1	0	3	1	1	7
OG0003397	1	0	1	3	1	1	7
OG0003398	3	0	0	4	0	0	7
OG0003399	2	0	1	2	1	1	7
OG0003400	2	1	1	2	0	1	7
OG0003401	1	0	0	6	0	0	7
OG0003402	2	1	1	0	2	1	7
OG0003403	1	0	1	3	1	1	7
OG0003404	3	1	1	0	1	1	7
OG0003405	2	0	1	4	0	0	7
OG0003406	2	1	1	2	0	1	7
OG0003407	3	1	0	2	1	0	7
OG0003408	3	0	1	2	0	1	7
OG0003409	3	0	1	2	0	1	7
OG0003410	1	0	1	5	0	0	7
OG0003411	1	1	1	2	1	1	7
OG0003412	1	0	2	2	1	1	7
OG0003413	2	0	1	2	1	1	7
OG0003414	3	1	1	0	1	1	7
OG0003415	7	0	0	0	0	0	7
OG0003416	6	0	0	0	0	1	7
OG0003417	5	0	0	0	1	1	7
OG0003418	1	1	1	2	1	1	7
OG0003419	2	1	1	2	0	1	7
OG0003420	1	0	2	2	1	1	7
OG0003421	2	0	1	2	1	1	7
OG0003422	1	1	1	4	0	0	7
OG0003423	1	1	1	3	0	1	7
OG0003424	2	0	1	4	0	0	7
OG0003425	2	1	1	2	1	0	7
OG0003426	3	0	1	2	0	1	7
OG0003427	4	1	1	0	0	1	7
OG0003428	1	0	1	3	1	1	7
OG0003429	1	1	1	4	0	0	7
OG0003430	2	0	1	2	1	1	7
OG0003431	1	1	1	2	1	1	7
OG0003432	1	0	0	6	0	0	7
OG0003433	1	0	1	3	1	1	7
OG0003434	1	0	0	6	0	0	7
OG0003435	0	1	1	3	1	1	7
OG0003436	0	1	0	4	1	1	7
OG0003437	0	1	1	3	1	1	7
OG0003438	0	1	0	6	0	0	7
OG0003439	0	1	1	2	1	2	7
OG0003440	0	1	0	2	2	2	7
OG0003441	0	2	2	0	2	1	7
OG0003442	0	1	1	4	0	1	7
OG0003443	0	1	0	4	1	1	7
OG0003444	0	1	2	2	1	1	7
OG0003445	0	1	2	0	2	2	7
OG0003446	0	1	2	0	2	2	7
OG0003447	0	1	6	0	0	0	7
OG0003448	0	1	5	0	1	0	7
OG0003449	0	1	1	4	0	1	7
OG0003450	0	0	5	0	1	1	7
OG0003451	0	0	1	4	1	1	7
OG0003452	0	0	2	2	1	2	7
OG0003453	0	0	1	4	1	1	7
OG0003454	0	0	1	4	1	1	7
OG0003455	0	0	2	4	0	1	7
OG0003456	0	0	7	0	0	0	7
OG0003457	0	0	1	4	1	1	7
OG0003458	0	0	1	4	1	1	7
OG0003459	0	0	6	0	0	1	7
OG0003460	0	0	1	4	1	1	7
OG0003461	0	0	1	4	1	1	7
OG0003462	0	0	1	4	1	1	7
OG0003463	0	0	1	4	1	1	7
OG0003464	0	0	2	0	2	3	7
OG0003465	0	0	3	4	0	0	7
OG0003466	0	0	1	4	1	1	7
OG0003467	0	0	1	6	0	0	7
OG0003468	0	0	3	2	1	1	7
OG0003469	0	0	5	0	0	2	7
OG0003470	0	0	1	2	2	2	7
OG0003471	0	0	1	4	1	1	7
OG0003472	0	0	2	3	1	1	7
OG0003473	0	0	1	4	1	1	7
OG0003474	0	0	4	0	2	1	7
OG0003475	0	0	1	6	0	0	7
OG0003476	0	0	1	4	1	1	7
OG0003477	0	0	0	7	0	0	7
OG0003478	0	0	0	4	1	2	7
OG0003479	0	0	0	7	0	0	7
OG0003480	0	0	0	5	1	1	7
OG0003481	0	0	0	6	1	0	7
OG0003482	0	0	0	5	1	1	7
OG0003483	0	0	0	6	0	1	7
OG0003484	0	0	0	6	1	0	7
OG0003485	0	0	0	7	0	0	7
OG0003486	2	1	1	0	1	1	6
OG0003487	2	1	1	0	1	1	6
OG0003488	1	0	0	3	1	1	6
OG0003489	1	0	1	4	0	0	6
OG0003490	1	1	0	2	1	1	6
OG0003491	3	0	2	0	0	1	6
OG0003492	1	0	1	4	0	0	6
OG0003493	1	1	1	1	1	1	6
OG0003494	3	0	1	0	1	1	6
OG0003495	2	1	1	0	1	1	6
OG0003496	2	0	1	2	0	1	6
OG0003497	2	1	1	0	1	1	6
OG0003498	2	0	1	2	0	1	6
OG0003499	3	0	1	0	1	1	6
OG0003500	4	1	0	0	0	1	6
OG0003501	1	0	1	2	1	1	6
OG0003502	1	0	1	2	1	1	6
OG0003503	2	1	1	0	1	1	6
OG0003504	3	0	2	0	1	0	6
OG0003505	3	1	1	0	0	1	6
OG0003506	3	1	1	0	0	1	6
OG0003507	2	1	1	0	1	1	6
OG0003508	3	1	0	0	1	1	6
OG0003509	1	0	1	2	1	1	6
OG0003510	2	0	1	2	0	1	6
OG0003511	1	1	1	2	0	1	6
OG0003512	1	0	1	2	1	1	6
OG0003513	1	0	1	2	1	1	6
OG0003514	1	1	1	1	1	1	6
OG0003515	1	0	0	4	0	1	6
OG0003516	3	0	2	0	0	1	6
OG0003517	1	1	0	2	1	1	6
OG0003518	1	0	0	5	0	0	6
OG0003519	1	1	1	1	1	1	6
OG0003520	3	0	1	0	1	1	6
OG0003521	1	0	1	2	1	1	6
OG0003522	2	0	2	0	1	1	6
OG0003523	3	1	1	0	0	1	6
OG0003524	2	0	0	4	0	0	6
OG0003525	1	0	0	5	0	0	6
OG0003526	2	0	0	4	0	0	6
OG0003527	4	0	1	0	0	1	6
OG0003528	1	0	1	2	1	1	6
OG0003529	4	0	0	2	0	0	6
OG0003530	2	0	2	0	1	1	6
OG0003531	1	0	1	2	1	1	6
OG0003532	2	0	0	4	0	0	6
OG0003533	3	1	1	0	0	1	6
OG0003534	2	0	0	4	0	0	6
OG0003535	2	0	0	4	0	0	6
OG0003536	2	0	0	2	1	1	6
OG0003537	3	0	1	0	1	1	6
OG0003538	4	0	0	2	0	0	6
OG0003539	3	0	1	0	1	1	6
OG0003540	2	1	1	0	1	1	6
OG0003541	5	0	1	0	0	0	6
OG0003542	2	0	2	2	0	0	6
OG0003543	2	1	1	0	1	1	6
OG0003544	1	0	1	4	0	0	6
OG0003545	4	0	0	2	0	0	6
OG0003546	3	0	1	0	1	1	6
OG0003547	2	0	0	4	0	0	6
OG0003548	3	1	1	0	0	1	6
OG0003549	2	0	0	2	0	2	6
OG0003550	5	1	0	0	0	0	6
OG0003551	1	0	0	5	0	0	6
OG0003552	4	0	0	2	0	0	6
OG0003553	2	0	1	2	0	1	6
OG0003554	1	0	0	5	0	0	6
OG0003555	4	0	0	2	0	0	6
OG0003556	1	0	1	2	1	1	6
OG0003557	2	0	0	2	1	1	6
OG0003558	4	0	1	0	1	0	6
OG0003559	2	0	0	4	0	0	6
OG0003560	1	1	1	2	1	0	6
OG0003561	1	0	1	2	1	1	6
OG0003562	5	0	1	0	0	0	6
OG0003563	3	0	3	0	0	0	6
OG0003564	1	0	1	4	0	0	6
OG0003565	5	0	0	0	0	1	6
OG0003566	1	0	0	4	0	1	6
OG0003567	2	0	0	2	1	1	6
OG0003568	3	0	1	0	0	2	6
OG0003569	4	0	0	2	0	0	6
OG0003570	2	0	1	2	0	1	6
OG0003571	4	0	0	0	1	1	6
OG0003572	2	0	0	4	0	0	6
OG0003573	1	0	0	4	0	1	6
OG0003574	1	0	0	5	0	0	6
OG0003575	5	0	0	1	0	0	6
OG0003576	2	0	0	4	0	0	6
OG0003577	2	0	0	4	0	0	6
OG0003578	2	0	1	2	0	1	6
OG0003579	1	0	0	5	0	0	6
OG0003580	2	1	1	0	1	1	6
OG0003581	3	0	1	0	1	1	6
OG0003582	2	0	0	4	0	0	6
OG0003583	4	1	0	0	1	0	6
OG0003584	1	1	1	1	1	1	6
OG0003585	2	0	0	4	0	0	6
OG0003586	3	0	0	2	0	1	6
OG0003587	2	0	0	4	0	0	6
OG0003588	2	1	3	0	0	0	6
OG0003589	3	0	1	0	0	2	6
OG0003590	2	0	0	4	0	0	6
OG0003591	2	0	0	4	0	0	6
OG0003592	3	0	0	2	1	0	6
OG0003593	2	0	0	4	0	0	6
OG0003594	2	0	0	4	0	0	6
OG0003595	4	0	0	2	0	0	6
OG0003596	2	0	1	2	0	1	6
OG0003597	1	0	1	2	1	1	6
OG0003598	2	1	1	0	1	1	6
OG0003599	2	1	1	0	1	1	6
OG0003600	2	1	2	0	0	1	6
OG0003601	3	0	1	0	1	1	6
OG0003602	2	0	1	2	0	1	6
OG0003603	3	0	0	2	0	1	6
OG0003604	1	0	0	5	0	0	6
OG0003605	2	0	3	0	0	1	6
OG0003606	3	0	2	0	0	1	6
OG0003607	2	1	1	0	1	1	6
OG0003608	1	0	1	2	1	1	6
OG0003609	2	1	1	0	1	1	6
OG0003610	2	0	0	4	0	0	6
OG0003611	2	1	1	0	1	1	6
OG0003612	2	0	0	4	0	0	6
OG0003613	3	1	2	0	0	0	6
OG0003614	1	0	1	4	0	0	6
OG0003615	2	0	0	2	1	1	6
OG0003616	2	0	0	4	0	0	6
OG0003617	1	0	0	4	1	0	6
OG0003618	2	1	1	0	1	1	6
OG0003619	1	3	0	2	0	0	6
OG0003620	1	0	4	0	0	1	6
OG0003621	2	0	2	0	1	1	6
OG0003622	1	0	1	4	0	0	6
OG0003623	1	0	0	5	0	0	6
OG0003624	4	1	1	0	0	0	6
OG0003625	2	1	1	0	1	1	6
OG0003626	1	1	3	0	0	1	6
OG0003627	2	1	1	0	1	1	6
OG0003628	1	0	1	2	1	1	6
OG0003629	1	0	0	5	0	0	6
OG0003630	2	0	4	0	0	0	6
OG0003631	1	2	1	0	1	1	6
OG0003632	1	0	0	5	0	0	6
OG0003633	2	1	1	0	1	1	6
OG0003634	1	0	0	5	0	0	6
OG0003635	3	1	1	0	0	1	6
OG0003636	1	0	1	4	0	0	6
OG0003637	2	1	2	0	0	1	6
OG0003638	2	1	0	0	2	1	6
OG0003639	1	0	1	2	1	1	6
OG0003640	1	0	2	2	0	1	6
OG0003641	2	1	1	0	1	1	6
OG0003642	1	1	1	2	0	1	6
OG0003643	1	0	1	2	1	1	6
OG0003644	1	0	0	5	0	0	6
OG0003645	1	0	0	4	0	1	6
OG0003646	1	0	1	2	1	1	6
OG0003647	2	0	1	2	0	1	6
OG0003648	1	0	1	2	1	1	6
OG0003649	2	0	3	0	0	1	6
OG0003650	1	1	1	2	0	1	6
OG0003651	1	0	0	4	1	0	6
OG0003652	2	1	1	0	1	1	6
OG0003653	2	0	2	0	1	1	6
OG0003654	3	0	0	2	0	1	6
OG0003655	1	0	0	5	0	0	6
OG0003656	1	0	1	4	0	0	6
OG0003657	2	0	0	4	0	0	6
OG0003658	1	0	1	2	1	1	6
OG0003659	1	1	3	0	0	1	6
OG0003660	2	1	1	0	1	1	6
OG0003661	1	0	1	4	0	0	6
OG0003662	1	1	0	2	1	1	6
OG0003663	1	1	2	0	1	1	6
OG0003664	1	0	1	2	1	1	6
OG0003665	1	0	1	4	0	0	6
OG0003666	1	1	1	2	0	1	6
OG0003667	1	0	2	2	0	1	6
OG0003668	1	0	0	5	0	0	6
OG0003669	1	0	2	2	0	1	6
OG0003670	1	1	1	2	0	1	6
OG0003671	2	1	1	0	1	1	6
OG0003672	2	0	0	4	0	0	6
OG0003673	2	0	4	0	0	0	6
OG0003674	1	0	1	2	1	1	6
OG0003675	1	0	1	2	1	1	6
OG0003676	1	0	0	5	0	0	6
OG0003677	1	0	0	4	0	1	6
OG0003678	2	0	0	4	0	0	6
OG0003679	1	0	1	4	0	0	6
OG0003680	1	0	1	2	1	1	6
OG0003681	1	0	1	2	1	1	6
OG0003682	2	1	1	2	0	0	6
OG0003683	1	0	1	2	1	1	6
OG0003684	2	0	1	3	0	0	6
OG0003685	1	0	0	4	0	1	6
OG0003686	2	0	0	4	0	0	6
OG0003687	2	0	0	4	0	0	6
OG0003688	1	1	0	3	1	0	6
OG0003689	2	0	2	0	1	1	6
OG0003690	2	0	2	0	1	1	6
OG0003691	1	1	1	2	0	1	6
OG0003692	3	0	1	1	1	0	6
OG0003693	1	1	0	2	1	1	6
OG0003694	1	0	1	2	1	1	6
OG0003695	3	1	1	0	0	1	6
OG0003696	1	1	1	2	0	1	6
OG0003697	2	1	1	0	1	1	6
OG0003698	4	0	0	2	0	0	6
OG0003699	2	0	1	2	0	1	6
OG0003700	1	0	0	4	1	0	6
OG0003701	4	0	0	2	0	0	6
OG0003702	1	1	1	0	1	2	6
OG0003703	1	0	1	2	1	1	6
OG0003704	2	0	0	4	0	0	6
OG0003705	1	0	1	3	0	1	6
OG0003706	1	0	0	5	0	0	6
OG0003707	1	0	3	0	1	1	6
OG0003708	2	0	0	3	0	1	6
OG0003709	1	0	1	2	1	1	6
OG0003710	1	1	0	2	1	1	6
OG0003711	1	0	0	4	1	0	6
OG0003712	1	0	1	3	0	1	6
OG0003713	1	0	1	2	1	1	6
OG0003714	4	0	0	2	0	0	6
OG0003715	3	0	1	1	0	1	6
OG0003716	1	0	3	1	0	1	6
OG0003717	3	0	1	0	1	1	6
OG0003718	1	0	1	2	1	1	6
OG0003719	1	0	1	2	1	1	6
OG0003720	1	0	0	5	0	0	6
OG0003721	1	0	0	5	0	0	6
OG0003722	2	0	0	4	0	0	6
OG0003723	1	1	2	0	1	1	6
OG0003724	1	1	0	2	1	1	6
OG0003725	2	0	1	3	0	0	6
OG0003726	3	1	0	0	1	1	6
OG0003727	3	0	1	0	2	0	6
OG0003728	2	1	2	0	0	1	6
OG0003729	1	0	1	3	0	1	6
OG0003730	1	2	1	2	0	0	6
OG0003731	2	0	2	0	1	1	6
OG0003732	2	0	3	0	1	0	6
OG0003733	2	0	2	0	1	1	6
OG0003734	1	0	0	3	1	1	6
OG0003735	2	0	0	4	0	0	6
OG0003736	1	1	0	2	1	1	6
OG0003737	1	0	1	3	0	1	6
OG0003738	1	0	1	2	1	1	6
OG0003739	1	1	0	2	1	1	6
OG0003740	1	0	1	3	0	1	6
OG0003741	2	0	0	2	1	1	6
OG0003742	2	1	1	0	1	1	6
OG0003743	1	0	1	2	1	1	6
OG0003744	1	0	1	2	1	1	6
OG0003745	1	0	2	3	0	0	6
OG0003746	1	1	2	0	1	1	6
OG0003747	1	1	1	2	0	1	6
OG0003748	3	0	1	0	1	1	6
OG0003749	3	0	1	0	1	1	6
OG0003750	1	0	1	4	0	0	6
OG0003751	1	0	1	2	1	1	6
OG0003752	0	1	0	3	1	1	6
OG0003753	0	1	2	0	2	1	6
OG0003754	0	1	1	2	1	1	6
OG0003755	0	1	1	2	1	1	6
OG0003756	0	1	2	0	1	2	6
OG0003757	0	1	1	2	1	1	6
OG0003758	0	1	1	2	1	1	6
OG0003759	0	1	1	4	0	0	6
OG0003760	0	2	1	0	1	2	6
OG0003761	0	1	1	4	0	0	6
OG0003762	0	1	1	2	1	1	6
OG0003763	0	1	4	0	0	1	6
OG0003764	0	1	1	3	0	1	6
OG0003765	0	1	1	3	0	1	6
OG0003766	0	1	0	5	0	0	6
OG0003767	0	1	1	2	1	1	6
OG0003768	0	1	0	3	1	1	6
OG0003769	0	1	0	0	3	2	6
OG0003770	0	0	2	4	0	0	6
OG0003771	0	0	5	0	1	0	6
OG0003772	0	0	1	5	0	0	6
OG0003773	0	0	1	3	2	0	6
OG0003774	0	0	6	0	0	0	6
OG0003775	0	0	1	5	0	0	6
OG0003776	0	0	3	3	0	0	6
OG0003777	0	0	1	4	0	1	6
OG0003778	0	0	2	4	0	0	6
OG0003779	0	0	1	5	0	0	6
OG0003780	0	0	1	4	0	1	6
OG0003781	0	0	1	4	1	0	6
OG0003782	0	0	1	4	0	1	6
OG0003783	0	0	1	3	1	1	6
OG0003784	0	0	1	4	0	1	6
OG0003785	0	0	1	5	0	0	6
OG0003786	0	0	1	5	0	0	6
OG0003787	0	0	2	0	2	2	6
OG0003788	0	0	1	4	0	1	6
OG0003789	0	0	0	4	1	1	6
OG0003790	0	0	0	4	1	1	6
OG0003791	0	0	0	4	1	1	6
OG0003792	0	0	0	4	1	1	6
OG0003793	0	0	0	4	1	1	6
OG0003794	0	0	0	4	1	1	6
OG0003795	0	0	0	4	1	1	6
OG0003796	0	0	0	4	1	1	6
OG0003797	0	0	0	6	0	0	6
OG0003798	0	0	0	4	1	1	6
OG0003799	0	0	0	4	1	1	6
OG0003800	0	0	0	6	0	0	6
OG0003801	0	0	0	4	1	1	6
OG0003802	0	0	0	4	1	1	6
OG0003803	0	0	0	5	0	1	6
OG0003804	0	0	0	6	0	0	6
OG0003805	0	0	0	6	0	0	6
OG0003806	0	0	0	6	0	0	6
OG0003807	0	0	0	6	0	0	6
OG0003808	0	0	0	4	1	1	6
OG0003809	0	0	0	6	0	0	6
OG0003810	0	0	0	0	6	0	6
OG0003811	0	0	0	0	0	6	6
OG0003812	1	1	1	0	1	1	5
OG0003813	1	0	0	4	0	0	5
OG0003814	2	0	2	0	1	0	5
OG0003815	2	0	0	3	0	0	5
OG0003816	1	1	0	2	0	1	5
OG0003817	2	1	1	0	0	1	5
OG0003818	1	1	1	0	1	1	5
OG0003819	4	0	1	0	0	0	5
OG0003820	1	0	3	0	0	1	5
OG0003821	1	0	1	0	2	1	5
OG0003822	1	1	0	2	0	1	5
OG0003823	1	0	0	4	0	0	5
OG0003824	3	0	1	0	0	1	5
OG0003825	1	0	0	4	0	0	5
OG0003826	1	0	0	4	0	0	5
OG0003827	1	0	0	2	1	1	5
OG0003828	1	1	0	2	0	1	5
OG0003829	1	1	1	0	1	1	5
OG0003830	1	1	1	0	1	1	5
OG0003831	1	1	1	0	1	1	5
OG0003832	1	0	1	2	0	1	5
OG0003833	1	0	0	4	0	0	5
OG0003834	4	0	1	0	0	0	5
OG0003835	1	0	2	0	1	1	5
OG0003836	2	1	0	0	1	1	5
OG0003837	5	0	0	0	0	0	5
OG0003838	1	1	1	0	1	1	5
OG0003839	3	0	1	0	0	1	5
OG0003840	2	1	0	2	0	0	5
OG0003841	1	0	0	4	0	0	5
OG0003842	1	0	0	4	0	0	5
OG0003843	1	0	0	4	0	0	5
OG0003844	2	0	1	2	0	0	5
OG0003845	1	0	1	3	0	0	5
OG0003846	1	0	2	0	1	1	5
OG0003847	3	0	0	0	1	1	5
OG0003848	2	1	2	0	0	0	5
OG0003849	2	0	0	3	0	0	5
OG0003850	1	0	0	2	1	1	5
OG0003851	2	0	0	3	0	0	5
OG0003852	3	0	0	2	0	0	5
OG0003853	1	0	0	4	0	0	5
OG0003854	3	0	0	0	1	1	5
OG0003855	2	0	0	0	2	1	5
OG0003856	2	0	1	0	1	1	5
OG0003857	2	0	0	2	0	1	5
OG0003858	1	0	1	2	1	0	5
OG0003859	1	0	1	2	0	1	5
OG0003860	1	0	0	4	0	0	5
OG0003861	5	0	0	0	0	0	5
OG0003862	1	0	1	2	0	1	5
OG0003863	2	1	1	0	0	1	5
OG0003864	2	0	1	1	0	1	5
OG0003865	2	0	1	2	0	0	5
OG0003866	1	0	0	4	0	0	5
OG0003867	1	1	1	0	1	1	5
OG0003868	1	2	0	0	1	1	5
OG0003869	1	0	1	2	1	0	5
OG0003870	3	0	0	2	0	0	5
OG0003871	2	0	1	2	0	0	5
OG0003872	1	0	0	2	1	1	5
OG0003873	1	0	1	2	1	0	5
OG0003874	2	1	1	0	0	1	5
OG0003875	1	0	0	2	1	1	5
OG0003876	1	0	0	4	0	0	5
OG0003877	1	0	0	2	1	1	5
OG0003878	1	0	0	4	0	0	5
OG0003879	1	1	1	0	1	1	5
OG0003880	4	0	1	0	0	0	5
OG0003881	1	0	0	4	0	0	5
OG0003882	1	1	1	0	1	1	5
OG0003883	1	0	0	4	0	0	5
OG0003884	1	0	0	4	0	0	5
OG0003885	2	0	1	0	1	1	5
OG0003886	1	0	0	4	0	0	5
OG0003887	2	1	1	0	0	1	5
OG0003888	2	1	0	0	1	1	5
OG0003889	2	1	0	2	0	0	5
OG0003890	3	0	1	0	0	1	5
OG0003891	1	0	1	2	0	1	5
OG0003892	1	0	0	4	0	0	5
OG0003893	3	0	1	1	0	0	5
OG0003894	1	0	0	4	0	0	5
OG0003895	1	0	0	4	0	0	5
OG0003896	1	0	0	4	0	0	5
OG0003897	1	1	1	2	0	0	5
OG0003898	2	1	1	0	0	1	5
OG0003899	2	0	1	2	0	0	5
OG0003900	1	1	1	0	1	1	5
OG0003901	3	0	1	0	0	1	5
OG0003902	3	0	0	2	0	0	5
OG0003903	1	0	0	4	0	0	5
OG0003904	1	0	0	2	1	1	5
OG0003905	1	0	0	4	0	0	5
OG0003906	3	1	1	0	0	0	5
OG0003907	2	0	0	3	0	0	5
OG0003908	1	0	0	4	0	0	5
OG0003909	3	0	1	0	0	1	5
OG0003910	3	0	0	2	0	0	5
OG0003911	1	0	0	4	0	0	5
OG0003912	3	0	0	2	0	0	5
OG0003913	1	1	0	1	0	2	5
OG0003914	2	0	0	3	0	0	5
OG0003915	2	0	1	2	0	0	5
OG0003916	1	1	1	0	1	1	5
OG0003917	2	0	2	0	0	1	5
OG0003918	1	0	0	4	0	0	5
OG0003919	2	0	0	2	1	0	5
OG0003920	2	0	0	3	0	0	5
OG0003921	1	0	1	2	0	1	5
OG0003922	1	0	0	4	0	0	5
OG0003923	1	0	0	4	0	0	5
OG0003924	3	0	0	2	0	0	5
OG0003925	1	0	0	4	0	0	5
OG0003926	1	0	3	0	0	1	5
OG0003927	1	0	0	4	0	0	5
OG0003928	2	0	1	0	1	1	5
OG0003929	1	0	0	4	0	0	5
OG0003930	1	0	0	4	0	0	5
OG0003931	2	0	1	2	0	0	5
OG0003932	3	0	0	2	0	0	5
OG0003933	2	0	0	3	0	0	5
OG0003934	1	0	0	4	0	0	5
OG0003935	1	0	0	4	0	0	5
OG0003936	3	0	1	0	1	0	5
OG0003937	1	0	0	4	0	0	5
OG0003938	3	0	0	0	1	1	5
OG0003939	2	0	1	2	0	0	5
OG0003940	5	0	0	0	0	0	5
OG0003941	1	0	0	4	0	0	5
OG0003942	1	0	0	4	0	0	5
OG0003943	3	0	0	2	0	0	5
OG0003944	1	0	0	4	0	0	5
OG0003945	3	0	1	0	0	1	5
OG0003946	1	0	0	4	0	0	5
OG0003947	2	0	1	0	1	1	5
OG0003948	2	0	0	2	0	1	5
OG0003949	1	0	0	4	0	0	5
OG0003950	1	0	0	4	0	0	5
OG0003951	1	0	0	4	0	0	5
OG0003952	1	0	0	4	0	0	5
OG0003953	3	0	0	2	0	0	5
OG0003954	3	0	0	2	0	0	5
OG0003955	1	0	0	4	0	0	5
OG0003956	1	0	1	2	0	1	5
OG0003957	2	0	1	0	1	1	5
OG0003958	1	0	0	4	0	0	5
OG0003959	4	0	1	0	0	0	5
OG0003960	4	0	1	0	0	0	5
OG0003961	3	0	1	0	0	1	5
OG0003962	3	0	0	2	0	0	5
OG0003963	3	0	0	0	1	1	5
OG0003964	1	0	0	4	0	0	5
OG0003965	2	0	0	3	0	0	5
OG0003966	1	0	0	4	0	0	5
OG0003967	2	0	1	2	0	0	5
OG0003968	4	1	0	0	0	0	5
OG0003969	2	0	0	3	0	0	5
OG0003970	1	0	0	4	0	0	5
OG0003971	1	0	0	4	0	0	5
OG0003972	1	0	0	4	0	0	5
OG0003973	1	0	0	4	0	0	5
OG0003974	1	0	0	4	0	0	5
OG0003975	1	0	0	4	0	0	5
OG0003976	3	0	0	0	1	1	5
OG0003977	1	0	0	4	0	0	5
OG0003978	3	0	0	2	0	0	5
OG0003979	3	0	0	2	0	0	5
OG0003980	1	0	0	4	0	0	5
OG0003981	1	0	0	4	0	0	5
OG0003982	1	0	0	4	0	0	5
OG0003983	1	0	0	4	0	0	5
OG0003984	2	0	1	2	0	0	5
OG0003985	1	0	2	2	0	0	5
OG0003986	2	0	0	2	0	1	5
OG0003987	1	0	0	4	0	0	5
OG0003988	1	0	0	4	0	0	5
OG0003989	1	0	1	2	0	1	5
OG0003990	1	1	0	3	0	0	5
OG0003991	1	0	1	1	1	1	5
OG0003992	1	0	0	4	0	0	5
OG0003993	1	0	0	4	0	0	5
OG0003994	1	1	1	0	1	1	5
OG0003995	1	0	1	3	0	0	5
OG0003996	1	0	0	4	0	0	5
OG0003997	2	0	2	0	0	1	5
OG0003998	1	1	1	0	1	1	5
OG0003999	1	1	1	0	1	1	5
OG0004000	1	0	1	2	0	1	5
OG0004001	1	0	0	4	0	0	5
OG0004002	1	0	0	4	0	0	5
OG0004003	1	0	0	4	0	0	5
OG0004004	1	0	0	4	0	0	5
